fecha,equipo_A,equipo_B,diff_elo,diff_goles_favor_prom,diff_goles_contra_prom,diff_pct_victorias,diff_participaciones_mundial,diff_mejor_instancia,etiqueta
2010-01-15,Côte d'Ivoire,Ghana,-29,1.0,0.0,0.6666666666666666,0,0,Gana_A
2010-01-24,Côte d'Ivoire,Algeria,251,1.1666666666666667,-0.75,0.4166666666666667,0,0,Gana_B
2010-01-28,Algeria,Egypt,-316,-1.2000000000000002,0.85,-0.5,-2,-1,Gana_B
2010-01-31,Ghana,Egypt,-36,-1.7,0.26666666666666666,-0.4,-2,-1,Gana_B
2010-02-14,Japan,Korea Republic,45,-0.5,-0.8999999999999999,-0.09999999999999998,-4,0,Gana_B
2010-03-03,Belgium,Croatia,-293,0.0,0.0,0.0,9,5,Gana_B
2010-03-03,Bosnia and Herzegovina,Ghana,-113,0.33333333333333337,0.33333333333333337,-0.16999999999999998,0,0,Gana_A
2010-03-03,England,Egypt,147,-1.2857142857142856,0.7142857142857143,-0.6699999999999999,8,7,Gana_A
2010-03-03,France,Spain,-313,0.0,0.0,0.0,0,0,Gana_B
2010-03-03,Germany,Argentina,74,-1.5,-0.5,-0.6699999999999999,2,4,Gana_B
2010-03-03,Côte d'Ivoire,Korea Republic,-28,-0.5666666666666664,-0.5333333333333332,-0.06666666666666665,-5,0,Gana_B
2010-03-03,Mexico,New Zealand,275,4.0,-1.0,0.6699999999999999,10,4,Gana_A
2010-03-03,Netherlands,United States,337,-0.5,-1.0,-0.16999999999999998,-6,-3,Gana_A
2010-03-03,Scotland,Czechia,-83,0.0,0.0,0.0,0,0,Gana_A
2010-03-03,Switzerland,Uruguay,-138,0.0,0.0,0.0,-9,-7,Gana_B
2010-03-31,Paraguay,South Africa,178,-1.0,0.5,-0.16999999999999998,4,2,Empate
2010-05-05,Argentina,Haiti,560,2.0,1.0,1.0,12,10,Gana_A
2010-05-07,Mexico,Ecuador,118,1.25,-0.75,0.42,11,4,Empate
2010-05-10,Mexico,Senegal,267,-0.19999999999999996,0.2,-0.4,11,4,Gana_A
2010-05-16,Korea Republic,Ecuador,13,2.142857142857143,1.1428571428571428,0.7142857142857143,5,0,Gana_A
2010-05-19,Austria,Croatia,-308,1.0,1.0,0.0,-1,-1,Gana_B
2010-05-21,Congo DR,Saudi Arabia,-267,1.0,4.0,-0.33,-2,-1,Gana_B
2010-05-22,Türkiye,Czechia,37,2.0,-1.0,1.0,1,0,Gana_A
2010-05-24,Argentina,Canada,394,2.5,-0.25,1.0,11,10,Gana_A
2010-05-24,Australia,New Zealand,205,1.5,-1.0,0.5,-1,0,Gana_A
2010-05-24,England,Mexico,79,1.5,0.875,0.25,-1,4,Gana_A
2010-05-24,Japan,Korea Republic,45,-0.8392857142857142,0.1428571428571428,-0.32142857142857145,-4,0,Gana_B
2010-05-24,Portugal,Cabo Verde,499,1.0,-1.0,0.6699999999999999,2,1,Empate
2010-05-25,United States,Czechia,27,0.8333333333333333,0.5,0.3333333333333333,6,3,Gana_B
2010-05-26,Netherlands,Mexico,259,0.5555555555555556,0.5555555555555556,0.33333333333333337,-11,-4,Gana_A
2010-05-27,South Africa,Colombia,-157,0.7142857142857142,-0.5714285714285714,0.09857142857142853,1,0,Gana_A
2010-05-29,Spain,Saudi Arabia,456,1.0,0.0,0.5,8,5,Gana_A
2010-05-29,Sweden,Bosnia and Herzegovina,184,-1.0,-0.6666666666666667,-0.33333333333333337,9,6,Gana_A
2010-05-29,United States,Türkiye,-10,-0.5,2.1666666666666665,-0.75,5,3,Gana_A
2010-05-30,Japan,England,-139,-1.875,0.25,-0.625,-9,-8,Gana_B
2010-05-30,Paraguay,Côte d'Ivoire,72,-0.33333333333333326,0.0,-0.16666666666666669,5,2,Empate
2010-05-30,Tunisia,France,-228,0.0,-0.25,-0.5,-8,-6,Empate
2010-06-01,Netherlands,Ghana,363,1.2857142857142856,0.1428571428571429,0.5714285714285714,0,0,Gana_A
2010-06-03,Germany,Bosnia and Herzegovina,439,0.0,-2.1666666666666665,0.16666666666666663,14,14,Gana_A
2010-06-03,Spain,Korea Republic,375,0.6000000000000001,0.09999999999999998,0.30000000000000004,5,6,Gana_A
2010-06-04,Japan,Côte d'Ivoire,73,-0.31746031746031744,0.19047619047619047,-0.09523809523809523,1,0,Gana_B
2010-06-05,Australia,United States,8,-0.10000000000000009,-1.4500000000000002,0.35,-6,-3,Gana_B
2010-06-11,South Africa,Mexico,-239,0.6000000000000001,-0.4,0.0,-10,-4,Empate
2010-06-11,Uruguay,France,89,2.75,-0.25,0.75,-1,1,Empate
2010-06-12,England,United States,157,0.8333333333333333,-1.0,0.5,4,5,Empate
2010-06-13,Germany,Australia,292,0.8500000000000001,-0.7,0.15000000000000002,14,14,Gana_A
2010-06-15,Côte d'Ivoire,Portugal,-186,-0.5,0.75,-0.25,-2,-1,Empate
2010-06-16,South Africa,Uruguay,-285,-0.5333333333333334,-0.16666666666666663,-0.16666666666666663,-8,-7,Gana_B
2010-06-16,Spain,Switzerland,362,2.3333333333333335,-1.1666666666666667,1.0,10,6,Gana_B
2010-06-17,Argentina,Korea Republic,253,0.9666666666666666,-0.09999999999999998,0.30000000000000004,7,10,Gana_A
2010-06-17,France,Mexico,-43,-0.7000000000000001,0.19999999999999996,-0.3,-1,2,Gana_B
2010-06-18,England,Algeria,463,1.75,-0.7,0.45,10,8,Empate
2010-06-19,Ghana,Australia,-34,-0.3666666666666667,-0.6666666666666667,0.0,0,0,Empate
2010-06-19,Netherlands,Japan,319,2.4000000000000004,-0.3999999999999999,0.7,-1,0,Gana_A
2010-06-20,Brazil,Côte d'Ivoire,383,1.6666666666666667,-0.38888888888888884,0.5555555555555556,16,14,Gana_A
2010-06-22,Mexico,Uruguay,-46,-1.0,0.30000000000000004,-0.15000000000000002,2,-3,Gana_B
2010-06-22,South Africa,France,-196,1.2,-0.4666666666666668,0.33333333333333337,-9,-6,Gana_A
2010-06-23,Ghana,Germany,-326,-1.2666666666666666,0.6000000000000001,-0.16666666666666663,-14,-14,Gana_B
2010-06-23,United States,Algeria,306,1.25,0.4750000000000001,0.07500000000000001,6,3,Gana_A
2010-06-24,Paraguay,New Zealand,214,0.5952380952380952,-0.6428571428571429,0.26190476190476186,4,2,Empate
2010-06-25,Portugal,Brazil,-197,-0.5,-0.43333333333333335,-0.33333333333333337,-14,-13,Empate
2010-06-26,Uruguay,Korea Republic,151,0.8000000000000003,-0.7999999999999999,0.30000000000000004,4,7,Gana_A
2010-06-26,United States,Ghana,26,0.8666666666666667,0.7666666666666667,-0.05555555555555558,6,3,Gana_B
2010-06-27,Argentina,Mexico,148,1.25,-0.4,0.4,1,6,Gana_A
2010-06-27,Germany,England,143,0.33333333333333326,-0.23809523809523808,0.04761904761904767,4,6,Gana_A
2010-06-29,Paraguay,Japan,-1,0.1499999999999999,-0.6499999999999999,-0.025000000000000022,4,2,Empate
2010-06-29,Spain,Portugal,217,0.1428571428571428,0.42857142857142855,0.2857142857142857,8,5,Gana_A
2010-07-02,Netherlands,Brazil,9,0.05357142857142838,0.32142857142857145,0.1428571428571429,-16,-14,Gana_A
2010-07-02,Uruguay,Ghana,150,1.2666666666666666,-0.5,0.33333333333333337,9,7,Empate
2010-07-03,Argentina,Germany,-74,0.5277777777777777,0.05555555555555558,0.25,-2,-4,Gana_B
2010-07-03,Paraguay,Spain,-331,-1.0138888888888888,0.16666666666666663,-0.5416666666666667,-5,-4,Gana_B
2010-07-06,Uruguay,Netherlands,-213,-0.5555555555555554,-0.2063492063492064,-0.2857142857142857,9,7,Gana_B
2010-07-07,Germany,Spain,-48,0.44444444444444464,0.0,-0.11111111111111105,4,8,Gana_B
2010-07-10,Uruguay,Germany,-176,-0.20000000000000018,0.375,-0.07499999999999996,-5,-7,Gana_B
2010-07-11,Netherlands,Spain,-11,0.7000000000000002,0.5,0.09999999999999998,-10,-6,Gana_B
2010-08-10,Bosnia and Herzegovina,Qatar,108,1.1666666666666667,0.6666666666666665,0.3333333333333333,0,0,Empate
2010-08-10,United States,Brazil,-328,-0.7749999999999999,1.075,-0.35,-10,-11,Gana_B
2010-08-11,Austria,Switzerland,-149,0.5,0.0,0.33333333333333337,0,0,Gana_B
2010-08-11,Egypt,Congo DR,385,1.125,-2.875,0.875,2,1,Gana_A
2010-08-11,Mexico,Spain,-270,-0.30000000000000004,0.7999999999999999,-0.4,1,-2,Empate
2010-08-11,Norway,France,6,0.4285714285714286,-0.6190476190476192,0.5238095238095237,-10,-6,Gana_A
2010-08-11,Senegal,Cabo Verde,179,0.6666666666666666,1.0,0.3333333333333333,0,0,Gana_A
2010-08-11,South Africa,Ghana,-135,0.9,-0.40000000000000013,0.19999999999999996,1,0,Gana_A
2010-08-11,Sweden,Scotland,155,0.6000000000000001,0.6,-0.19999999999999996,9,6,Gana_A
2010-09-03,Belgium,Germany,-448,-1.7333333333333334,0.19999999999999996,-0.36666666666666664,-4,-8,Gana_B
2010-09-03,Switzerland,Australia,-22,-0.5396825396825398,-0.6984126984126985,-0.15873015873015872,0,0,Empate
2010-09-04,Japan,Paraguay,1,-0.30000000000000004,0.7999999999999999,-0.10000000000000003,-4,-2,Gana_A
2010-09-04,Mexico,Ecuador,118,1.5,0.30000000000000004,0.4,11,4,Gana_B
2010-09-05,Congo DR,Senegal,-186,0.9166666666666667,3.583333333333333,-0.5,0,0,Gana_B
2010-09-07,Argentina,Spain,-122,0.3999999999999999,0.39999999999999997,0.09999999999999998,2,4,Gana_A
2010-09-07,Bosnia and Herzegovina,France,-174,1.2444444444444445,0.4666666666666668,0.2888888888888889,-10,-6,Gana_B
2010-09-07,Korea Republic,IR Iran,47,-0.6000000000000001,0.7000000000000001,-0.5,5,0,Gana_B
2010-09-07,Mexico,Colombia,82,0.25,0.5,0.04999999999999999,11,4,Gana_A
2010-09-07,Norway,Portugal,-90,-0.7111111111111112,0.13333333333333341,0.3555555555555556,-2,-1,Gana_A
2010-09-07,Switzerland,England,-171,-1.3888888888888888,-0.25,-0.41666666666666663,-10,-8,Gana_B
2010-09-07,Türkiye,Belgium,158,1.5,-0.5,0.5833333333333334,-9,-6,Gana_A
2010-09-16,Jordan,Iraq,-118,-0.33333333333333337,0.0,0.0033333333333332993,0,0,Gana_A
2010-10-01,IR Iran,Iraq,104,-0.25,-1.25,0.125,0,0,Gana_A
2010-10-07,IR Iran,Brazil,-402,-0.43333333333333357,0.14444444444444438,0.022222222222222254,-16,-14,Gana_B
2010-10-08,Colombia,Ecuador,36,0.5,0.0,-0.04999999999999999,0,0,Gana_A
2010-10-08,Czechia,Scotland,83,1.05,0.3999999999999999,-0.09999999999999998,0,0,Gana_A
2010-10-08,Germany,Türkiye,290,0.3571428571428572,0.08571428571428574,-0.15714285714285714,13,14,Gana_A
2010-10-08,Japan,Argentina,-208,-1.7,0.5,-0.5,-11,-10,Gana_A
2010-10-09,Australia,Paraguay,-9,0.0,0.7000000000000001,0.2,-5,-2,Gana_A
2010-10-09,Saudi Arabia,Uzbekistan,152,0.25,-1.25,0.5,2,1,Gana_A
2010-10-12,Belgium,Austria,15,-0.3999999999999999,0.5666666666666668,-0.26666666666666666,10,6,Empate
2010-10-12,Croatia,Norway,104,-0.1785714285714286,-0.4642857142857143,-0.2321428571428571,1,1,Gana_A
2010-10-12,Korea Republic,Japan,-45,0.29999999999999993,0.29999999999999993,-0.09999999999999998,4,0,Empate
2010-10-12,Netherlands,Sweden,292,-0.4750000000000001,0.42500000000000004,-0.07499999999999996,-9,-6,Gana_A
2010-10-12,New Zealand,Paraguay,-214,-0.050000000000000044,0.75,-0.175,-4,-2,Gana_B
2010-10-12,Qatar,Iraq,-69,-1.2,-0.40000000000000013,-0.6,0,0,Gana_B
2010-10-12,Scotland,Spain,-458,-1.1,0.30000000000000004,-0.4,-10,-6,Gana_B
2010-10-12,United States,Colombia,4,0.5,0.8666666666666666,-0.033333333333333326,6,3,Empate
2010-11-17,Argentina,Brazil,-102,0.0,0.30000000000000004,0.0,-4,-4,Gana_A
2010-11-17,Egypt,Australia,2,1.2999999999999998,-0.30000000000000004,0.19999999999999996,2,1,Gana_A
2010-11-17,England,France,122,0.7999999999999999,0.0,0.3,0,2,Gana_B
2010-11-17,Netherlands,Türkiye,327,0.5333333333333334,-0.09999999999999998,0.13333333333333341,-1,0,Gana_A
2010-11-17,Portugal,Spain,-217,0.4999999999999998,0.0,-0.30000000000000004,-8,-5,Gana_A
2010-11-17,Saudi Arabia,Ghana,-82,0.25,-0.275,0.09999999999999998,2,1,Empate
2010-11-17,South Africa,United States,-161,0.10000000000000009,-0.8,0.3,-5,-3,Gana_B
2010-11-17,Sweden,Germany,-255,-0.47777777777777786,0.07777777777777783,-0.022222222222222254,-5,-8,Empate
2010-11-18,Qatar,Haiti,87,0.8333333333333334,-0.5,0.0,0,0,Gana_B
2010-11-28,Qatar,Saudi Arabia,-139,-0.42222222222222217,0.8333333333333333,-0.2888888888888889,-2,-1,Empate
2010-12-16,Qatar,Egypt,-257,-1.4999999999999998,0.4,-0.6,-2,-1,Gana_A
2010-12-28,Saudi Arabia,Iraq,70,-0.09999999999999987,-0.5,0.0,2,1,Gana_B
2011-01-02,Jordan,Uzbekistan,-54,0.04761904761904745,-1.1428571428571428,0.19047619047619047,0,0,Empate
2011-01-07,Qatar,Uzbekistan,-119,-0.375,-1.125,0.175,0,0,Gana_B
2011-01-09,Japan,Jordan,236,-0.4999999999999999,-0.40000000000000013,0.2,1,0,Empate
2011-01-11,Iraq,IR Iran,-158,-0.40000000000000013,0.0,-0.29999999999999993,0,0,Gana_B
